,textdata_stemm,sentiment
350,lhaaa iyaaa bilang klo jadi kayak gin juara kabur kondisi cuci tangan jaga jarak tutup mulut,2
351,negara nih perhati aman kerja,1
352,baikbaik percaya jaga,1
353,anggota koramil todanan kodim blora serda bambang laksana giat komsos warga jaga bersih nyaman lingkung,2
354,muak kali sulit utk jaga sopan sm org,0
355,satu ormas yg berani lantang lawan radikalisme rasisme politik identitas,1
356,tolak radikalisme,0
357,baca kalimat syahadat khawatir hati condong restu kafir jaga keamananannya kirim group rebana riah natal gereja,0
358,jaga pelihara damai respect,2
359,cocok cqb urban warfare dg metode burst fire efektivisme pelor jaga tahan bahu,1
360,jaga adik rumah sy sedia allahuakbar buka pintu ortu cinta,2
361,warga negara indonesia wajib jaga rukun mari tolak identitas politik,1
362,indonesia jaga rakyat malaysia bawa dokumen sah tangkap kuasa malaysia,0
363,bravo tni polri,1
364,panglima tni pasti sandera pilot sus air,0
365,per jokowi ajak jaga aman politik,2
366,kkb tindak perintah aparat aman mudah ancam nyawa kerja,0
367,orang pinter lihat lulus kampus nama dunia kalo ga kontrol bicara orang ga sekolah jaga bijak,2
368,ceritalily pergi tinggal selamalamanya uji seakanakan terjang henti amp,2
369,panglima tni laksamana yudo margono aku markas kodam daerah otonomi papua cari lokasi,1
370,pandawa boyong sinergitas tnipolri kokoh polri,1
371,jaga nama puji biar orang puji,1
372,panglima tni laksamana yudo margono tambah personel wilayah papua siap bentuk markas komando militer daerah otonomi dob papua tni operasi papua rangka tertib sipil bantu tugastugas polisi,1
373,kdrun tolong klo bodoh jgn dborong smua bru rampung fs blm eksekusi masuk program perintah tuk eksekusi cape jelasin sm org tolol ulang ulang trrus,0
374,lawan radikalisme dgn tolak anies baswedan,2
375,wilayah koramil sidoharjo laksana giat patroli monitoring spbu rangka jaga tertib aman masyarakat kec sidoharjo,2
376,respon ingat presiden jokowi karhutla panglima tni antisipasi,1
377,ari dwi nanto salah brimob tugas jaga stadion kanjuruhan mengungakkan lempar air kencing aremania tim tinggal via jatim,0
378,warga aceh butuh bantu perintah,2
379,program pkt perintah anggar dana triliun,1
380,tolak radikalisme,0
381,selamat debut jepangnya nct dream moga lagu best friend ever raih menang peringkat bagus tangga lagu semangat promosi lupa jaga,1
382,duka taruh harap pada moga allah beri baik jaga berkat tinggal iptu rochmat,1
383,tni semangat bravo tni,1
384,sasongko kuasa teknologi jaga daulat syariat islam tegak milik daulat coba lihat jaya islam abad masehi,2
385,jaga lisan dng diam,2
386,serta milu jaga jalan wajib jaga rukun masyarakat dihimbau,1
387,ilah contoh jaga tertib wisata anak retweet amp,2
388,harap jokowi antosiaa jaga rakyat politik identitas,1
389,hati jalan pulang bumi sembada matur nuwun jaga marwah,1
390,panglima tni laksamana tni yudo margono selamat ingat pers nasional februari,1
391,asuransi jaga income ga turun hilang pas sakit gaya hidup ga ikut turun kalo udah sakit si income dialihfungsikan bayar awat asuransi cegah sakit,2
392,hai kak mohon ecek dm jaga privasi ya kak terima kasih,2
393,maaf ya kak rajes jaga privasi data baik hubung informasi nomor identitas langgan infoin publik ya yuk info data dm bantu privasi jaga,1
394,turki panggil duta negaranegara barat kait ancam aman,0
395,polri ingat jajar jaga netral media sosial jelang milu,2
396,kann udah jaga rahasia lo,2
397,puas jaga nak jaga hati org haih org pulak kasar dgn kitahaihhbagi kang sentap atus,2
398,jumat tanggal wib sd selesai wilayah koramil karangmalang laksana giat patroli monitoring spbu rangka jaga tertib aman masyarakat keckarangmalang,2
399,kayak ga jaga ya lepas aja gitu keti,0
400,jaya laut marinir kunci banyak alutsista canggih indonesia rekrut tnial tnial juta personil aman air indonesia cc presiden ri tni panglima tni,1
401,bravo tni,1
402,baca ulang mudah paham,2
403,moal daekkeun perintah ngagawekeun siga nu kieukarna emang tujuanna ngamajuken negara tp ngamajukeun keluarga,2
404,lupa dengan orang ingat jaga hati,2
405,asmara serius nyenggol panglima tni,2
406,nonton homo yg skrmh bantu gu jaga mental,1
407,sinergitas jaga aman wilayah bina kutat jembrana,2
408,anjing gendong mantan presiden dt apa manusia pandai kibas ekor julur lidah anjing sayang dt setia jaga penting sayang hewan yuk,0
409,bravo tni jaya aaamiin,1
410,ad tni jiwa rakyat tdk satu yg sy panglima tni empat babinsa sy kasih harga lamgsung muslim sempat umroh,2
411,pikir positif hindar stres tingkat percaya jaga kerja organ tubuh,1
412,bravo tni,1
413,jaga hati ni la nya,2
414,ketua mui kabupaten sekadau ajak warga masyarakat kabupaten sekadau senantiasa jaga aman tertib masyarakat kabupten sekadau daerah aman damai penuh sejahtera,2
415,mohon bantu kirim nomor resi kendala kait paket kakak direct message jaga privasi kirim terima paket ya kak terima kasih,2
416,bahrawi demen nih ama gus bahrawi bang samasama gila radikalisme khawatir,0
417,amanat panglima tni pprc laku langgar ham,2
418,serta milu wajib jaga rukun masyarakat yuk jaga rukun jaga milu aman,1
419,perintah dorong guna skema kpbu cepat infrastruktur ikn,2
420,hehhhhh rajinnnn jaga bersih,1
421,usaha jaga mu yg km butuh trus ajar yg baik mu,1
422,bravo tni,1
423,oh gin ya off sosmed bener dokter jaga waras,2
424,negara aman utama,1
425,tantang ketua indonesia ktt asean ketua indonesia ktt asean tantang sendiri aman kawasan global dinamika tarung negara negara dinamika regional,0
426,presiden jokowi insan pers jaga eksistensi media mainstream,1
427,iya bunda setia mahal ungkap ku tindak dikuatin doa ku bunda mudah hadir setia jaga hati aamiin ya mujibassailin ya rahim,1
428,prabowo sempat tekan tahan negara indonesia konsep tahan aman rakyat semesta hankamrata komando teritorial ujung tombak prabowosubianto,1
429,terimakasih joko widodo yg ajar nya manusia manusia bravo paspampres yg sigap jaga presiden presiden yg cinta negeri nya presiden yg hina hujat balas dg senyum,1
430,bravo tni,1
431,kuhp jaga lindung nilainilai agama atur pasal kohabitasi,1
432,tuju perintah panglima tni eksportir ilegal jera kalo tangkap negara rugi akibat ekspor ilegal,0
433,indonesia sebar faham radikalisme lawak babi,0
434,panglima yudo gelar latih gabung besarbesaran matra tni,1
435,yg ngomong miskin nyalahin perintah gue slepet bibir lo,1
436,jaga percaya pasang jg uji jaga diri jaga halal bth komitmen,2
437,peran informasi cuaca jaga langsung sektor air pariwisata,1
438,hasil bangun infrastruktur papua bukti serius perintah pusat bangun papua,1
439,wapres perintah usut sebab gagal ginjal anak,1
440,nimos aju migrasi prabayar jaga rahasia data kakak informasi nomor id langgan dm admin tunggu ya tks fatma,2
441,patroli sinergitas tnipolri rangka jaga kamtibmas,2
442,bhabinkamtibmas aipda yp hutagaol laksana giat tatap muka warga masyarakat dusun sei puyuh desa simandulang menghimbau masyarakat jaga situasi kamtibmas aman kondusif,2
443,jaga sehat,2
444,mohon dengat jaga bersih tinggal sampah apa kesini ya,2
445,ali bin abi thalib said kelak kau erti tahan jaga orang singgung rana lisan mulia utara isi hati,1
446,tuju harap prabowo jaga satu negara prabowo baik kerja mendingprabowo terusmajubersamaprabowo,1
447,pertamax turbo kandung formula pertatec ignition boost formula rancang jaga mesin tahan karat tingkat akselerasi kendara,2
448,mari dukung nu jaga nkri,1
449,,1
450,jaga kualitas kerjakerja pers gelombang citizen journalism ruang publik niscaya insan pers milik kapasitas mumpuni beda produk konten nonjurnalistik,2
451,bem nusantara diy gelar aksi tolak paham radikalisme tugu pal putih yogyakarta,1
452,banh udah banh ribut indonesia negara satu klian damai indonesia debat capres anggep aja nasadam nyapres,0
453,kapolsek pamona barat polres poso iptu sappewali sh laksana jumat curhat desa uranosari kecpamona barat perintah desa uranosari tokoh masyarakat desa uranosari,1
454,risiko punah amerika serikat ingat bahan dunia bersamasama jaga keanekaragaman hayati jadi upaya global,2
455,izin jaga diri,2
456,amp,2
457,sajak bravo tni tni kereen betuuul merdeka nkri harga mati,1
458,jajan bahan makan keringkaleng aman container box tutup jaga rayap lembap dalam udah gua tambahin pcs silica gel putih gr gua namain box harta karun,2
459,selamat pers nasional hut satu wartawan indonesia pers bebas demokrasi martabat moga insan pers jaga marwah martabat jalan tugas fungsi mesti,1
460,kyai sepuh hari habis daras jaga al quran sosok sepuh gelar serban berdzikir lorong gor gus yahya sang tum pbnu tuan rumah helat akbar sungkem beliau next,2
461,jaga yg dekat ttp waras aja,2
462,emang ngurus fotokopi ktp instansi perintah sebutin gak,0
463,ormas politik jaga dangdut,0
464,lelaki senantiasa jaga jajah,2
465,jaga jarak turun risiko kena virus,1
466,bisabisanya negara aman sepak bola beginer host wcu hitung moga gak match tunda tonton wkwk,0
467,jenderal komandan pusat didik dewa perang tni mutasi panglima cimahi,2
468,,1
469,sll jaga menjaling komunikasi dng krn sdh badan hukum jd selisih selesaiakan dng musyawarah mufakat tulis dlm surat janji yg sepakat brsama tp kait langsung adu sosmed timbang,2
470,see panglima tni turun pasu evakuasi pilot warga yg sandera teroris kkb,1
471,lupa dengan orang ingat jaga hati,2
472,masyaallah aamiin moga nu jaga adab ummat,2
473,polresta cilacap polsek nusawungu himbauan tokoh masyarakat desa nusawungu jaga sitkamtibmas,1
474,polda sumsel polres okut kapolsek belitang ii arah personil jaga aman wilkum polsek,1
475,pegawai negeri sipil pns pegawai perintah janji kerja pppk kota kendari deteksi terima bantu sosial bansos menteri sosial kemensos republik indonesia ri,0
476,terkadang hati coba erti tembok bangun jaga hati,2
477,waras sy jokowi bahrawi rang hti radikalisme,1
478,keduaduanya lokasi rumah harap gov fadzil timbang lokasi byk libat program sentiasa jaga ajar bandar,1
479,silaturahmi kamtibmas kapolsek arah akp inengah sw sh menghimbau kpd masyarakat desa pranggong jaga kondusifitas jaga situasi kamtibmas wilayah presisi,1
480,tni polri pasti hilir jalan presiden ri perintah tni polri jaga langsung hilir industrialisasi sumber daya alam negeri,2
481,anakkolong moga pos yg isi joniplate jg isi orang dr partai yg loyal kpd koalisi perintah purna tugas jokowi,2
482,menteri komunikasi informatika menkominfo johnny plate upaya jaga ruang digital bersih manfaat perhati ekosistem pers tanah air media konvensional media over the top,1
483,jaga hilir tdk ganggu pantesan insiden rusuh smelter gni yg salah kerja lokal,1
484,diplomasi asean cipta damai politik stabilitas hubung negara asia tenggara keren banget ya kak moga silaturahmi negara asean jaga damai,1
485,sat samapta polres lumajang gelar patroli perban cegah aksi jahat situasi kamtibmas cenderung kondusif kurang langkah sat samapta polres lumajang laksana patroli jam rawan jaga situasi kamtibmas aman,1
486,sejarah nu jaga utuh nkri,2
487,sumatera selatan dukung bijak perintah kaji matang ino harianto polresta balam,1
488,indeks potensi radikalisme turun,2
489,jaga netralitas,2
490,mari dukung bijak perintah maju indonesia wujud indonesia maju,1
491,la puji tuhan terimakasih tnipolri tuhan yesus kati senantiasa tugas jaga aman ayom masyrakatkhususnya daerah papua,1
492,ganjar cermin indonesia maju dukung bijak perintah,1
493,panglima tni laksamana yudo margono jajar tni hadir bantu perintah polri berantas tambang ilegal yudo tekan anggota libat tambang ilegal,1
494,tolak radikalisme,0
495,jabat emban jenderal tni andika perkasa lejit jadipanglima,2
496,klo emang harga ada tau gimana jaga asa hati,1
497,tegak khilafah janji allah amp,1
498,bravo tni jaya,1
499,personil polsek arah laksana giat silaturahmi kamtibmas masyarakat rangka jaga pelihara aman tertib masyarakat wilayah hukum polsek arah jadi situasi aman kondusif,2
500,bravo tni ad,1
501,hai kak mohon bantu kirim nomor resi kendala kait paket kakak direct message jaga privasi kirim terima paket ya kak terima kasih,2
502,tolak radikalisme,1
503,tni polri pasti hilir jalan presiden ri perintah tni polri jaga langsung hilir industrialisasi sumber daya alam negeri dm twitter panjang twitter blue error,2
504,alhamdulillah spesialin allah jaga pandang ixixi,2
505,marak culi anak anggap hoax bukti negara lindung amp,0
506,hai kak mohon kirim nomor resi kendala kait paket kakak dm jaga privasi ya kak terima kasih,2
507,tolak paham radikalisme intoleransi utuh bangsa,1
508,cinta bosan konsep cinta,1
509,anak muda sukarela jaga hutan upaya terus tahu hutan masyarakat saniangbaka solok cerita id,2
510,syukur alhamdulillah panglima tni bantah pilot sus air sandera kkb selamat,1
511,bacapres politik identitas dukung radikalisme undang harlah nu,0
512,cuba jaga hati asa orang sayang asa,2
513,simbol hasil masyarakat sawar jaga lestari budaya bumi andan jejama cinta bupati sawar dendi ramadhona,2
514,jaga allah moga kelak bersamasama masuk surga,1
515,milu damai polri junjung netralitas jamin milu damai polisi negara republik indonesia junjung netralitas fokus aman proses selenggara,1
516,mari dukung bijak perintah maju indonesia wujud indonesia maju,1
517,tibatiba atas nanya programer lu marahin lidia yulia takut yulia gue udah jaga citra gue marah tetep aja tau,1
518,bravo tni,1
519,dear readers acara lupa jaga sehat temu acara jumpha minggu,1
520,jamu kelas diplomat dgn minum yg kemas tambah sampah sedot pakai paham jaga lingkung ga sih halo jgn tambah sampah negara,2
521,jaga tradisi,2
522,terima kasih circle yg usaha jaga mulut upgrade kualitas,1
523,id alhamdulillah asli tanggung rawan anies baswedan jaga anies bentuk jahat politik ijon oligarki ulang sandiaga politikus ijon,0
524,ad bravo kodim kolaka,1
525,lurah kwitang rama mediasi hasil sepakat jaga tertib nyaman warga,2
526,panglima tni laksamana yudo margono angkat bicara kantor perintah kota pemkot magelang pasang logo mabes tni,2
527,gue lepas kerja kantor perintah udah kerja ya lingkung atas udah toxic gak masuk akal niat gue abdi udah ubah yaudah mending gue fokus bisnis aja dapat bisnis tahun udah kaya pegawai sampe pensiun,0
528,hai kak mohon kirim kendala kait paket kakak dm jaga privasi ya kak terima kasih,2
529,usaha jaga mu yg km butuh trus ajar yg baik mu,1
530,panglima tni pprc kuat konsep kolaborasi gabung,2
531,panglima tni pasti pilot sus air sandera opm,1
532,giat pegawai kondisi tubuh jaga sehat optimal layan baik masyarakat,2
533,presiden tekan tni polri milik visi cipta bagi tugas dukung program bijak perintah jaga situasi kondusif masyarakat,1
534,pacar smsan pacar tuh jaga percaya setia,1
535,cegah sakit dgn jaga sehat mulut,2
536,dukung aparat jaga aman papua,1
537,jaga mulut badan,2
538,fundamentalisme radikalisme dalam pikir,1
539,perintah dorong investasi kpbu ikn sosialisasi atur laksana berita lengkap,1
540,anak buah tangkap milik amunisi ilegal korban sipil yg tinggal tembak teroris kkb bs tuh peluru asal anak buah ksad dudung wkwkwkwk proses oknum ya panglima tni,0
541,kadal kadrun aji batal pln jabar live ig felix siauw erick thohir harga jabar mberantas radikalisme amp,0
542,panglima tni cegah karhutla cari dukun biar hujan,0
543,suka santri perempuan kalang nu santri perempuan nu jaga harga pengaruh budaya,2
544,komitmen perintah berantas korupsi surut,1
545,panglima tni curi ikan laut ri minim,1
546,kuasa candu bgi yg tdk bs kontrol keinginanindahnya jaga lisan yg sesuai dgn nurani dalam bkn,0
547,arah presiden kepala daerah lindung warga politik identitas stabilitas politik aman milu betulbetul saudara jaga situasi kondusif,2
548,jalan program gubernur ajar upaya ganjar cegah radikalisme apda siswa,1
549,ever bukti peduli perintah rakyat,2
550,knp jaga jarak sosial ya pack,2
551,panglima tni pasti sandera pilot sus air,0
552,giat bhabinkamtibmas kel kota aiptu zair pilar warga rw lapor rapat minggon pilar bhabinkamtibmas pesan jaga kamtibmas antisipasi guantibmas tawur,1
